Alloy Name,Density,Young's Modulus,Yield Strength,Tensile Strength,Fatigue Strength,Specific Heat,Coefficient of Thermal Expansion,Metal Chemical Notations
Aluminum 6063-T831,"{'metric_value': '2.70', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '68.9', 'metric_unit': 'GPa', 'comment': 'AA; Typical; Average of tension and compression.  Compression modulus is about 2% greater than tensile modulus.'}","{'metric_value': '186', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}","{'metric_value': '207', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}",,"{'metric_value': '0.900', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '23.4 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 97.5 %', '<= 97.5 %', 'As remainder'], ['Chromium, Cr', '<= 0.10 %', '<= 0.10 %', ''], ['Copper, Cu', '<= 0.10 %', '<= 0.10 %', ''], ['Iron, Fe', '<= 0.35 %', '<= 0.35 %', ''], ['Magnesium, Mg', '0.45 - 0.90 %', '0.45 - 0.90 %', ''], ['Manganese, Mn', '<= 0.10 %', '<= 0.10 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '0.20 - 0.60 %', '0.20 - 0.60 %', ''], ['Titanium, Ti', '<= 0.10 %', '<= 0.10 %', ''], ['Zinc, Zn', '<= 0.10 %', '<= 0.10 %', '']]"
Aluminum 3003-H112,"{'metric_value': '2.73', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '70.0', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '41.0', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '10', 'metric_unit': '5', 'comment': ''}",,"{'metric_value': '0.893', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '23.2 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '96.7 - 98.5 %', '96.7 - 98.5 %', ''], ['Copper, Cu', '0.050 - 0.20 %', '0.050 - 0.20 %', ''], ['Iron, Fe', '<= 0.70 %', '<= 0.70 %', ''], ['Manganese, Mn', '1.0 - 1.5 %', '1.0 - 1.5 %', ''], ['Other, each', '<= 0.050 %', '<= 0.050 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '<= 0.60 %', '<= 0.60 %', ''], ['Zinc, Zn', '<= 0.10 %', '<= 0.10 %', '']]"
"Aluminum 242.0-T571, Permanent Mold Cast","{'metric_value': '2.81', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '71.0', 'metric_unit': 'GPa', 'comment': 'Compressive modulus in is typically about 2% higher for Al alloys'}","{'metric_value': '235', 'metric_unit': 'MPa', 'comment': 'typical'}","{'metric_value': '234', 'metric_unit': 'MPa', 'comment': 'AA'}","{'metric_value': '70.0', 'metric_unit': 'MPa', 'comment': 'Notch Status unknown, R.R. Moore Test'}","{'metric_value': '0.963', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '22.7 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '88.3 - 93.6 %', '88.3 - 93.6 %', 'As remainder'], ['Chromium, Cr', '<= 0.25 %', '<= 0.25 %', ''], ['Copper, Cu', '3.5 - 4.5 %', '3.5 - 4.5 %', ''], ['Iron, Fe', '<= 1.0 %', '<= 1.0 %', ''], ['Magnesium, Mg', '1.2 - 1.8 %', '1.2 - 1.8 %', ''], ['Manganese, Mn', '<= 0.35 %', '<= 0.35 %', ''], ['Nickel, Ni', '1.7 - 2.3 %', '1.7 - 2.3 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '<= 0.70 %', '<= 0.70 %', ''], ['Titanium, Ti', '<= 0.25 %', '<= 0.25 %', ''], ['Zinc, Zn', '<= 0.35 %', '<= 0.35 %', '']]"
Aluminum 1100-H14,"{'metric_value': '2.71', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '68.9', 'metric_unit': 'GPa', 'comment': 'AA; Typical; Average of tension and compression.  Compression modulus is about 2% greater than tensile modulus.'}","{'metric_value': '117', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}","{'metric_value': '124', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}","{'metric_value': '48.3', 'metric_unit': 'MPa', 'comment': 'completely reversed stress; RR Moore machine/specimen'}","{'metric_value': '0.904', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '23.6 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '>= 99.00 %', '>= 99.00 %', 'Specified'], ['Beryllium, Be', '<= 0.0008 %', '<= 0.0008 %', 'welding electrode and filler wire only'], ['Copper, Cu', '0.05 - 0.20 %', '0.05 - 0.20 %', ''], ['Manganese, Mn', '<= 0.05 %', '<= 0.05 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Si+Fe', '<= 0.95 %', '<= 0.95 %', ''], ['Zinc, Zn', '<= 0.10 %', '<= 0.10 %', '']]"
Aluminum 7075-T73; 7075-T735x,"{'metric_value': '2.81', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '72.0', 'metric_unit': 'GPa', 'comment': 'Average of Tension and Compression.  In Al alloys, the compressive modulus is typically 2% greater than the tensile modulus'}","{'metric_value': '386', 'metric_unit': 'MPa', 'comment': 'Sheet'}","{'metric_value': '462', 'metric_unit': 'MPa', 'comment': 'Sheet'}","{'metric_value': '150', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '0.960', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '23.6 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '87.1 - 91.4 %', '87.1 - 91.4 %', 'As remainder'], ['Chromium, Cr', '0.18 - 0.28 %', '0.18 - 0.28 %', ''], ['Copper, Cu', '1.2 - 2.0 %', '1.2 - 2.0 %', ''], ['Iron, Fe', '<= 0.50 %', '<= 0.50 %', ''], ['Magnesium, Mg', '2.1 - 2.9 %', '2.1 - 2.9 %', ''], ['Manganese, Mn', '<= 0.30 %', '<= 0.30 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '<= 0.40 %', '<= 0.40 %', ''], ['Titanium, Ti', '<= 0.20 %', '<= 0.20 %', ''], ['Zinc, Zn', '5.1 - 6.1 %', '5.1 - 6.1 %', '']]"
3013-O Aluminum,"{'metric_value': '2.74', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '68.9', 'metric_unit': 'GPa', 'comment': 'AA3004 - Average of tension and compression'}","{'metric_value': '45.0', 'metric_unit': 'MPa', 'comment': '0.2% offset'}","{'metric_value': '105', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.893', 'metric_unit': 'J/g-°C', 'comment': 'AA3004'}","[{'value': '23.2 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '94.7 - 98.4 %', '94.7 - 98.4 %', 'As remainder'], ['Copper, Cu', '<= 0.50 %', '<= 0.50 %', ''], ['Iron, Fe', '<= 1.0 %', '<= 1.0 %', ''], ['Magnesium, Mg', '0.20 - 0.60 %', '0.20 - 0.60 %', ''], ['Manganese, Mn', '0.90 - 1.4 %', '0.90 - 1.4 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '<= 0.60 %', '<= 0.60 %', ''], ['Zinc, Zn', '0.50 - 1.0 %', '0.50 - 1.0 %', '']]"
"Aluminum 336.0-T551, Permanent Mold Cast","{'metric_value': '2.72', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '73.0', 'metric_unit': 'GPa', 'comment': 'Compressive modulus in is typically about 2% higher for Al alloys'}","{'metric_value': '193', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '214', 'metric_unit': 'MPa', 'comment': 'AA'}",,"{'metric_value': '0.963', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '19.8 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '79 - 85.8 %', '79 - 85.8 %', 'As remainder'], ['Copper, Cu', '0.50 - 1.5 %', '0.50 - 1.5 %', ''], ['Iron, Fe', '<= 1.2 %', '<= 1.2 %', ''], ['Magnesium, Mg', '0.70 - 1.3 %', '0.70 - 1.3 %', ''], ['Manganese, Mn', '<= 0.35 %', '<= 0.35 %', ''], ['Nickel, Ni', '2.0 - 3.0 %', '2.0 - 3.0 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Silicon, Si', '11 - 13 %', '11 - 13 %', ''], ['Titanium, Ti', '<= 0.25 %', '<= 0.25 %', ''], ['Zinc, Zn', '<= 0.35 %', '<= 0.35 %', '']]"
"Materion SupremEX® 217XG Aluminum - Silicon Carbide Metal Matrix Composite, T6 PGQ Billet","{'metric_value': '2.86', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '98.0', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '480', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '560', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.848', 'metric_unit': 'J/g-°C', 'comment': ''}",,[]
Constellium PLAN 6082 Aluminum Rolled Plate,"{'metric_value': '2.70', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '69.0', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '300', 'metric_unit': 'MPa', 'comment': 'Typical Strength; Standard EN 485-2'}",,,,"[{'value': '23.4 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '95.3 - 98.3 %', '95.3 - 98.3 %', 'as balance'], ['Chromium, Cr', '<= 0.25 %', '<= 0.25 %', ''], ['Copper, Cu', '<= 0.10 %', '<= 0.10 %', ''], ['Iron, Fe', '<= 0.50 %', '<= 0.50 %', ''], ['Magnesium, Mg', '0.60 - 1.2 %', '0.60 - 1.2 %', ''], ['Manganese, Mn', '0.40 - 1.0 %', '0.40 - 1.0 %', ''], ['Silicon, Si', '0.70 - 1.3 %', '0.70 - 1.3 %', ''], ['Zinc, Zn', '<= 0.20 %', '<= 0.20 %', ''], ['Zr+Ti', '<= 0.15 %', '<= 0.15 %', '']]"
Alclad Aluminum 2014-O,"{'metric_value': '2.80', 'metric_unit': 'g/cc', 'comment': 'For AA2014 (Not Alclad)'}","{'metric_value': '72.4', 'metric_unit': 'GPa', 'comment': 'AA; Typical; Average of tension and compression.  Compression modulus is about 2% greater than tensile modulus.'}","{'metric_value': '68.9', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}","{'metric_value': '172', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}",,,,"[['Aluminum, Al', '90.4 - 95 %', '90.4 - 95 %', 'As remainder'], ['Chromium, Cr', '<= 0.10 %', '<= 0.10 %', ''], ['Copper, Cu', '3.9 - 5.0 %', '3.9 - 5.0 %', ''], ['Iron, Fe', '<= 0.70 %', '<= 0.70 %', ''], ['Magnesium, Mg', '0.20 - 0.80 %', '0.20 - 0.80 %', ''], ['Manganese, Mn', '0.40 - 1.2 %', '0.40 - 1.2 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '0.50 - 1.2 %', '0.50 - 1.2 %', ''], ['Titanium, Ti', '<= 0.15 %', '<= 0.15 %', ''], ['Zinc, Zn', '<= 0.25 %', '<= 0.25 %', '']]"
4015-H16 Aluminum,"{'metric_value': '2.71', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}",,"{'metric_value': '155', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '18', 'metric_unit': '5', 'comment': ''}",,,,"[['Aluminum, Al', '94.8 - 97.9 %', '94.8 - 97.9 %', 'As remainder'], ['Copper, Cu', '<= 0.20 %', '<= 0.20 %', ''], ['Iron, Fe', '<= 0.70 %', '<= 0.70 %', ''], ['Magnesium, Mg', '0.10 - 0.50 %', '0.10 - 0.50 %', ''], ['Manganese, Mn', '0.60 - 1.2 %', '0.60 - 1.2 %', ''], ['Other, each', '<= 0.050 %', '<= 0.050 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '1.4 - 2.2 %', '1.4 - 2.2 %', ''], ['Zinc, Zn', '<= 0.20 %', '<= 0.20 %', '']]"
"Aluminum 711.0-T1, Permanent Mold Cast","{'metric_value': '2.84', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '71.0', 'metric_unit': 'GPa', 'comment': 'Aluminum 770.0'}","{'metric_value': '124', 'metric_unit': 'MPa', 'comment': 'AA'}","{'metric_value': '193', 'metric_unit': 'MPa', 'comment': 'AA'}",,"{'metric_value': '0.963', 'metric_unit': 'J/g-°C', 'comment': 'Typical for cast aluminum'}","[{'value': '23.6 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '89.8 - 92.7 %', '89.8 - 92.7 %', 'As remainder'], ['Copper, Cu', '0.35 - 0.60 %', '0.35 - 0.60 %', ''], ['Iron, Fe', '0.70 - 1.4 %', '0.70 - 1.4 %', ''], ['Magnesium, Mg', '0.25 - 0.45 %', '0.25 - 0.45 %', ''], ['Manganese, Mn', '<= 0.05 %', '<= 0.05 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '<= 0.30 %', '<= 0.30 %', ''], ['Titanium, Ti', '<= 0.20 %', '<= 0.20 %', ''], ['Zinc, Zn', '6.0 - 7.0 %', '6.0 - 7.0 %', '']]"
Alcoa 2324-T39 Aluminum Plate,"{'metric_value': '2.77', 'metric_unit': 'g/cc', 'comment': 'per Aluminum Association'}","{'metric_value': '72.4', 'metric_unit': 'GPa', 'comment': 'AA2024'}","{'metric_value': '370', 'metric_unit': 'MPa', 'comment': 'Guaranteed minimum; long transverse'}","{'metric_value': '475', 'metric_unit': 'MPa', 'comment': 'Guaranteed minimum; long transverse'}",,"{'metric_value': '0.875', 'metric_unit': 'J/g-°C', 'comment': 'AA2024'}","[{'value': '24.7 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '300 °C'}]","[['Aluminum, Al', '92 - 94.7 %', '92 - 94.7 %', 'As Remainder'], ['Chromium, Cr', '<= 0.10 %', '<= 0.10 %', ''], ['Copper, Cu', '3.8 - 4.4 %', '3.8 - 4.4 %', ''], ['Iron, Fe', '<= 0.12 %', '<= 0.12 %', ''], ['Magnesium, Mg', '1.2 - 1.8 %', '1.2 - 1.8 %', ''], ['Manganese, Mn', '0.30 - 0.90 %', '0.30 - 0.90 %', ''], ['Other, each', '<= 0.050 %', '<= 0.050 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '<= 0.10 %', '<= 0.10 %', ''], ['Titanium, Ti', '<= 0.15 %', '<= 0.15 %', ''], ['Zinc, Zn', '<= 0.25 %', '<= 0.25 %', '']]"
"Aluminum 356.0-T71, Permanent Mold Cast","{'metric_value': '2.68', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '72.4', 'metric_unit': 'GPa', 'comment': 'Compressive modulus in is typically about 2% higher for Al alloys'}",,"{'metric_value': '172', 'metric_unit': 'MPa', 'comment': 'AA'}",,"{'metric_value': '0.963', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '21.4 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '90.1 - 93.3 %', '90.1 - 93.3 %', 'As remainder'], ['Copper, Cu', '<= 0.25 %', '<= 0.25 %', ''], ['Iron, Fe', '<= 0.60 %', '<= 0.60 %', ''], ['Magnesium, Mg', '0.20 - 0.45 %', '0.20 - 0.45 %', ''], ['Manganese, Mn', '<= 0.35 %', '<= 0.35 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '6.5 - 7.5 %', '6.5 - 7.5 %', ''], ['Titanium, Ti', '<= 0.25 %', '<= 0.25 %', ''], ['Zinc, Zn', '<= 0.35 %', '<= 0.35 %', '']]"
Aluminum A380.0-F Die Casting Alloy,"{'metric_value': '2.76', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '71.0', 'metric_unit': 'GPa', 'comment': 'Compressive modulus in is typically about 2% higher for Al alloys'}","{'metric_value': '159', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '324', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '138', 'metric_unit': 'MPa', 'comment': 'Notch Status unknown, R.R. Moore Test'}","{'metric_value': '0.963', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '21.1 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '80.3 - 89.5 %', '80.3 - 89.5 %', 'As remainder'], ['Copper, Cu', '3.0 - 4.0 %', '3.0 - 4.0 %', ''], ['Iron, Fe', '<= 1.3 %', '<= 1.3 %', ''], ['Magnesium, Mg', '<= 0.10 %', '<= 0.10 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Nickel, Ni', '<= 0.50 %', '<= 0.50 %', ''], ['Other, total', '<= 0.50 %', '<= 0.50 %', ''], ['Silicon, Si', '7.5 - 9.5 %', '7.5 - 9.5 %', ''], ['Tin, Sn', '<= 0.35 %', '<= 0.35 %', ''], ['Zinc, Zn', '<= 3.0 %', '<= 3.0 %', '']]"
Aluminum 2014-T6; 2014-T651 (Extended Form Data),"{'metric_value': '2.80', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '73.1', 'metric_unit': 'GPa', 'comment': 'AA; Typical; Average of tension and compression.  Compression modulus is about 2% greater than tensile modulus.'}","{'metric_value': '414', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}","{'metric_value': '483', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}","{'metric_value': '124', 'metric_unit': 'MPa', 'comment': 'completely reversed stress; RR Moore machine/specimen'}","{'metric_value': '0.880', 'metric_unit': 'J/g-°C', 'comment': 'Estimated from trends in similar Al alloys.'}","[{'value': '23.0 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '90.4 - 95 %', '90.4 - 95 %', 'As remainder'], ['Chromium, Cr', '<= 0.10 %', '<= 0.10 %', ''], ['Copper, Cu', '3.9 - 5.0 %', '3.9 - 5.0 %', ''], ['Iron, Fe', '<= 0.70 %', '<= 0.70 %', ''], ['Magnesium, Mg', '0.20 - 0.80 %', '0.20 - 0.80 %', ''], ['Manganese, Mn', '0.40 - 1.2 %', '0.40 - 1.2 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '0.50 - 1.2 %', '0.50 - 1.2 %', ''], ['Titanium, Ti', '<= 0.15 %', '<= 0.15 %', ''], ['Zinc, Zn', '<= 0.25 %', '<= 0.25 %', '']]"
"Kaiser 6040 T6, T651 Rod & Bar","{'metric_value': '2.70', 'metric_unit': 'g/cc', 'comment': ''}",,"{'metric_value': '296', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '324', 'metric_unit': 'MPa', 'comment': ''}",,,,"[['Aluminum, Al', '93.75 - 98.15 %', '93.75 - 98.15 %', 'As Balance'], ['Bismuth, Bi', '0.15 - 0.70 %', '0.15 - 0.70 %', ''], ['Chromium, Cr', '<= 0.15 %', '<= 0.15 %', ''], ['Copper, Cu', '0.20 - 0.80 %', '0.20 - 0.80 %', ''], ['Iron, Fe', '<= 0.70 %', '<= 0.70 %', ''], ['Magnesium, Mg', '0.80 - 1.2 %', '0.80 - 1.2 %', ''], ['Manganese, Mn', '<= 0.15 %', '<= 0.15 %', ''], ['Other, each', '<= 0.050 %', '<= 0.050 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '0.40 - 0.80 %', '0.40 - 0.80 %', ''], ['Tin, Sn', '0.30 - 1.2 %', '0.30 - 1.2 %', ''], ['Titanium, Ti', '<= 0.15 %', '<= 0.15 %', ''], ['Zinc, Zn', '<= 0.25 %', '<= 0.25 %', ''], [''], [], ['Anodize Response3', 'A', ''], ['Cold Workability3', 'C', ''], ['General Corrosion Resistance1', 'B', ''], ['Machinability3', 'B', ''], ['Stress Corrosion Resistance2', 'A', '']]"
"Aluminum 204.0-T6, Permanent Mold Cast, Precipitation Treatment 12 h at 140°C (285°F)","{'metric_value': '2.80', 'metric_unit': 'g/cc', 'comment': 'Value for aluminum 201.0'}","{'metric_value': '71.0', 'metric_unit': 'GPa', 'comment': 'Estimated from 206.0'}","{'metric_value': '230', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '395', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.963', 'metric_unit': 'J/g-°C', 'comment': 'Typical for cast aluminum'}","[{'value': '19.3 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '93.3 - 95.5 %', '93.3 - 95.5 %', 'As remainder'], ['Copper, Cu', '4.2 - 5.0 %', '4.2 - 5.0 %', ''], ['Iron, Fe', '<= 0.35 %', '<= 0.35 %', ''], ['Magnesium, Mg', '0.15 - 0.35 %', '0.15 - 0.35 %', ''], ['Manganese, Mn', '<= 0.10 %', '<= 0.10 %', ''], ['Nickel, Ni', '<= 0.050 %', '<= 0.050 %', ''], ['Other, each', '<= 0.050 %', '<= 0.050 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '<= 0.20 %', '<= 0.20 %', ''], ['Tin, Sn', '<= 0.050 %', '<= 0.050 %', ''], ['Titanium, Ti', '0.15 - 0.30 %', '0.15 - 0.30 %', ''], ['Zinc, Zn', '<= 0.10 %', '<= 0.10 %', '']]"
Aluminum 3003-H18,"{'metric_value': '2.73', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '68.9', 'metric_unit': 'GPa', 'comment': 'AA; Typical; Average of tension and compression.  Compression modulus is about 2% greater than tensile modulus.'}","{'metric_value': '186', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}","{'metric_value': '200', 'metric_unit': 'MPa', 'comment': 'AA; Typical'}","{'metric_value': '68.9', 'metric_unit': 'MPa', 'comment': 'completely reversed stress; RR Moore machine/specimen'}","{'metric_value': '0.893', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '23.2 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '96.7 - 99 %', '96.7 - 99 %', 'As remainder'], ['Copper, Cu', '0.05 - 0.20 %', '0.05 - 0.20 %', ''], ['Iron, Fe', '<= 0.70 %', '<= 0.70 %', ''], ['Manganese, Mn', '1.0 - 1.5 %', '1.0 - 1.5 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '<= 0.60 %', '<= 0.60 %', ''], ['Zinc, Zn', '<= 0.10 %', '<= 0.10 %', '']]"
Aluminum 7072-H113,"{'metric_value': '2.72', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '68.0', 'metric_unit': 'GPa', 'comment': ''}",,"{'metric_value': '75.0', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.893', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '23.6 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 97.5 %', '<= 97.5 %', 'As remainder'], ['Copper, Cu', '<= 0.10 %', '<= 0.10 %', ''], ['Magnesium, Mg', '<= 0.10 %', '<= 0.10 %', ''], ['Manganese, Mn', '<= 0.10 %', '<= 0.10 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Si+Fe', '<= 0.70 %', '<= 0.70 %', ''], ['Zinc, Zn', '0.80 - 1.3 %', '0.80 - 1.3 %', '']]"
Aluminum 5056-H191 Foil,"{'metric_value': '2.64', 'metric_unit': 'g/cc', 'comment': 'AA; Typical'}","{'metric_value': '72.0', 'metric_unit': 'GPa', 'comment': 'Average of Tension and Compression.  In Al alloys, the compressive modulus is typically 2% greater than the tensile modulus'}","{'metric_value': '435', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '450', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.904', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '24.1 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '92.9 - 95.4 %', '92.9 - 95.4 %', 'As remainder'], ['Chromium, Cr', '0.05 - 0.20 %', '0.05 - 0.20 %', ''], ['Copper, Cu', '<= 0.10 %', '<= 0.10 %', ''], ['Iron, Fe', '<= 0.40 %', '<= 0.40 %', ''], ['Magnesium, Mg', '4.5 - 5.6 %', '4.5 - 5.6 %', ''], ['Manganese, Mn', '0.05 - 0.20 %', '0.05 - 0.20 %', ''], ['Other, each', '<= 0.05 %', '<= 0.05 %', ''], ['Other, total', '<= 0.15 %', '<= 0.15 %', ''], ['Silicon, Si', '<= 0.30 %', '<= 0.30 %', ''], ['Zinc, Zn', '<= 0.10 %', '<= 0.10 %', '']]"
"Aluminum A390.0-F, -T5, Permanent Mold Cast","{'metric_value': '2.72', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '81.2', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '200', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '200', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.963', 'metric_unit': 'J/g-°C', 'comment': 'Typical for cast aluminum'}","[{'value': '18.0 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '75.2 - 79.6 %', '75.2 - 79.6 %', 'As remainder'], ['Copper, Cu', '4.0 - 5.0 %', '4.0 - 5.0 %', ''], ['Iron, Fe', '<= 0.50 %', '<= 0.50 %', ''], ['Magnesium, Mg', '0.45 - 0.65 %', '0.45 - 0.65 %', ''], ['Manganese, Mn', '<= 0.10 %', '<= 0.10 %', ''], ['Other, each', '<= 0.10 %', '<= 0.10 %', ''], ['Other, total', '<= 0.20 %', '<= 0.20 %', ''], ['Silicon, Si', '16 - 18 %', '16 - 18 %', ''], ['Titanium, Ti', '<= 0.20 %', '<= 0.20 %', ''], ['Zinc, Zn', '<= 0.10 %', '<= 0.10 %', '']]"
