Alloy Name,Density,Young's Modulus,Yield Strength,Tensile Strength,Fatigue Strength,Specific Heat,Coefficient of Thermal Expansion,Metal Chemical Notations
Goodfellow Nickel 92/Manganese 8 Alloy,,,,,,,,"[['Manganese, Mn', '8.0 %', '8.0 %', ''], ['Nickel, Ni', '92 %', '92 %', '']]"
MetalTek MTEK N-12MV Cast UNS N30012 Severe Corrosion and Heat Resistant Alloy,,,"{'metric_value': '275', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '525', 'metric_unit': 'MPa', 'comment': ''}",,,,"[['Carbon, C', '<= 0.12 %', '<= 0.12 %', ''], ['Chromium, Cr', '1.0 %', '1.0 %', ''], ['Iron, Fe', '4.0 - 6.0 %', '4.0 - 6.0 %', ''], ['Manganese, Mn', '<= 1.0 %', '<= 1.0 %', ''], ['Molybdenum, Mo', '26 - 30 %', '26 - 30 %', ''], ['Nickel, Ni', '60.28 - 68.8 %', '60.28 - 68.8 %', 'As Balance'], ['Silicon, Si', '<= 1.0 %', '<= 1.0 %', ''], ['Vanadium, V', '0.20 - 0.60 %', '0.20 - 0.60 %', ''], [''], [], ['Heat Treatment', 'Sol. Anneal', '']]"
Ametek High Purity Nickel Strip 899L 1/4 Hard,"{'metric_value': '8.90', 'metric_unit': 'g/cc', 'comment': ''}",,"{'metric_value': '17', 'metric_unit': '2', 'comment': ''}","{'metric_value': '37', 'metric_unit': '9', 'comment': ''}",,,,"[['Carbon, C', '0.0050 - 0.020 %', '0.0050 - 0.020 %', ''], ['Copper, Cu', '<= 0.0050 %', '<= 0.0050 %', ''], ['Iron, Fe', '<= 0.050 %', '<= 0.050 %', ''], ['Manganese, Mn', '<= 0.070 %', '<= 0.070 %', ''], ['Nickel, Ni', '99.8 %', '99.8 %', ''], ['Silicon, Si', '<= 0.0010 %', '<= 0.0010 %', ''], ['Sulfur, S', '<= 0.0010 %', '<= 0.0010 %', '']]"
Bales Mold Service QQ-N-290 Sulfamate Nickel Mold Coating,,,,,,,,[]
"HP Alloys Alloy X, 15% Cold Worked","{'metric_value': '8.22', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '205', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '731', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '945', 'metric_unit': 'MPa', 'comment': ''}",,,"[{'value': '15.0 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '500 °C'}]","[['Boron, B', '<= 0.0080 %', '<= 0.0080 %', ''], ['Carbon, C', '0.10 %', '0.10 %', ''], ['Chromium, Cr', '22 %', '22 %', ''], ['Cobalt, Co', '1.5 %', '1.5 %', ''], ['Iron, Fe', '18 %', '18 %', ''], ['Manganese, Mn', '<= 1.0 %', '<= 1.0 %', ''], ['Molybdenum, Mo', '9.0 %', '9.0 %', ''], ['Nickel, Ni', '47 %', '47 %', ''], ['Silicon, Si', '<= 1.0 %', '<= 1.0 %', ''], ['Tungsten, W', '0.60 %', '0.60 %', '']]"
"Haynes 718 alloy, cold rolled, solution-treated and aged sheet","{'metric_value': '8.23', 'metric_unit': 'g/cc', 'comment': 'at RT'}","{'metric_value': '200', 'metric_unit': 'GPa', 'comment': 'RT'}","{'metric_value': '1175', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '1395', 'metric_unit': 'MPa', 'comment': ''}",,,"[{'value': '12.8 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '0.50 %', '0.50 %', ''], ['Boron, B', '0.0090 %', '0.0090 %', ''], ['Carbon, C', '0.050 %', '0.050 %', ''], ['Chromium, Cr', '18 %', '18 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Copper, Cu', '<= 0.10 %', '<= 0.10 %', ''], ['Iron, Fe', '19 %', '19 %', ''], ['Manganese, Mn', '<= 0.35 %', '<= 0.35 %', ''], ['Molybdenum, Mo', '3.0 %', '3.0 %', ''], ['Nickel, Ni', '52 %', '52 %', 'As Remainder'], ['Niobium, Nb (Columbium, Cb)', '5.0 %', '5.0 %', 'Includes Ta'], ['Silicon, Si', '<= 0.35 %', '<= 0.35 %', ''], ['Titanium, Ti', '0.90 %', '0.90 %', '']]"
Kennametal Conforma Clad WC 219 Tungsten Carbide-Nickel Cladding,"{'metric_value': '11.1', 'metric_unit': 'g/cc', 'comment': ''}",,,,,,,"[['Chromium, Cr', '8.0 %', '8.0 %', ''], ['Nickel, Ni', '39 %', '39 %', ''], ['Other', '5.0 %', '5.0 %', ''], ['WC', '48 %', '48 %', '']]"
"Haynes 625 alloy, 40% cold reduction, 1065°C anneal for 5 minutes","{'metric_value': '8.44', 'metric_unit': 'g/cc', 'comment': 'at RT'}","{'metric_value': '208', 'metric_unit': 'GPa', 'comment': 'RT'}","{'metric_value': '575', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '975', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.410', 'metric_unit': 'J/g-°C', 'comment': 'RT'}","[{'value': '12.8 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 0.40 %', '<= 0.40 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '21 %', '21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Iron, Fe', '<= 5.0 %', '<= 5.0 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Molybdenum, Mo', '9.0 %', '9.0 %', ''], ['Nickel, Ni', '62 %', '62 %', 'As Remainder'], ['Niobium, Nb (Columbium, Cb)', '3.7 %', '3.7 %', 'Includes Ta'], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Titanium, Ti', '<= 0.40 %', '<= 0.40 %', '']]"
Johnson Matthey Nickelbraze™ HTN6 Nickel Based Brazing Filler Metal,,,,,,,,"[['Nickel, Ni', '89 %', '89 %', ''], ['Phosphorus, P', '11 %', '11 %', '']]"
"Carpenter MP35N* Ni-Co-Cr-Mo Alloy, 15% Cold Reduction","{'metric_value': '8.43', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '234.8', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '814', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '1069', 'metric_unit': 'MPa', 'comment': ''}",,,"[{'value': '12.8 µm/m-°C', 'start_temp': '21.0 °C', 'end_temp': '93.0 °C'}]","[['Boron, B', '0.010 %', '0.010 %', ''], ['Carbon, C', '<= 0.025 %', '<= 0.025 %', ''], ['Chromium, Cr', '19 - 21 %', '19 - 21 %', ''], ['Cobalt, Co', '33 %', '33 %', 'as remainder'], ['Iron, Fe', '<= 1.0 %', '<= 1.0 %', ''], ['Manganese, Mn', '<= 0.15 %', '<= 0.15 %', ''], ['Molybdenum, Mo', '9.0 - 10.5 %', '9.0 - 10.5 %', ''], ['Nickel, Ni', '33 - 37 %', '33 - 37 %', ''], ['Phosphorus, P', '<= 0.015 %', '<= 0.015 %', ''], ['Silicon, Si', '<= 0.15 %', '<= 0.15 %', ''], ['Sulfur, S', '<= 0.010 %', '<= 0.010 %', ''], ['Titanium, Ti', '<= 1.0 %', '<= 1.0 %', '']]"
Sandvik Osprey HTN 6 Brazing Powder,,,,,,,,"[['Aluminum, Al', '<= 0.050 %', '<= 0.050 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Nickel, Ni', '89 %', '89 %', ''], ['Other', '<= 0.035 %', '<= 0.035 %', ''], ['Phosphorus, P', '10 - 12 %', '10 - 12 %', ''], ['Titanium, Ti', '<= 0.050 %', '<= 0.050 %', ''], ['Zirconium, Zr', '<= 0.050 %', '<= 0.050 %', '']]"
Carlson C 600 Nickel-Chromium-Iron Alloy,"{'metric_value': '8.42', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '207', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '241', 'metric_unit': 'MPa', 'comment': ''}",,,"{'metric_value': '0.444', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '13.3 µm/m-°C', 'start_temp': '21.1 °C', 'end_temp': '93.3 °C'}]","[['Carbon, C', '<= 0.15 %', '<= 0.15 %', ''], ['Chromium, Cr', '14 - 17 %', '14 - 17 %', ''], ['Copper, Cu', '<= 0.50 %', '<= 0.50 %', ''], ['Iron, Fe', '6.0 - 10 %', '6.0 - 10 %', ''], ['Manganese, Mn', '<= 1.0 %', '<= 1.0 %', ''], ['Nickel, Ni', '>= 72 %', '>= 72 %', ''], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Sulfur, S', '<= 0.015 %', '<= 0.015 %', '']]"
"Haynes 625 alloy, cold rolled and 1050°C mill-annealed sheet","{'metric_value': '8.44', 'metric_unit': 'g/cc', 'comment': 'at RT'}","{'metric_value': '208', 'metric_unit': 'GPa', 'comment': 'RT'}","{'metric_value': '490', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '905', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.410', 'metric_unit': 'J/g-°C', 'comment': 'RT'}","[{'value': '12.8 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 0.40 %', '<= 0.40 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '21 %', '21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Iron, Fe', '<= 5.0 %', '<= 5.0 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Molybdenum, Mo', '9.0 %', '9.0 %', ''], ['Nickel, Ni', '62 %', '62 %', 'As Remainder'], ['Niobium, Nb (Columbium, Cb)', '3.7 %', '3.7 %', 'Includes Ta'], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Titanium, Ti', '<= 0.40 %', '<= 0.40 %', '']]"
Ametek High Purity Nickel Strip 899L Full Hard,"{'metric_value': '8.90', 'metric_unit': 'g/cc', 'comment': ''}",,"{'metric_value': '62', 'metric_unit': '1', 'comment': ''}","{'metric_value': '64', 'metric_unit': '8', 'comment': ''}",,,,"[['Carbon, C', '0.0050 - 0.020 %', '0.0050 - 0.020 %', ''], ['Copper, Cu', '<= 0.0050 %', '<= 0.0050 %', ''], ['Iron, Fe', '<= 0.050 %', '<= 0.050 %', ''], ['Manganese, Mn', '<= 0.070 %', '<= 0.070 %', ''], ['Nickel, Ni', '99.8 %', '99.8 %', ''], ['Silicon, Si', '<= 0.0010 %', '<= 0.0010 %', ''], ['Sulfur, S', '<= 0.0010 %', '<= 0.0010 %', '']]"
"Haynes 625 alloy, plate after 1000 hours at 870°C (1600°F)","{'metric_value': '8.44', 'metric_unit': 'g/cc', 'comment': 'at RT'}","{'metric_value': '208', 'metric_unit': 'GPa', 'comment': 'RT'}","{'metric_value': '470', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '895', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.410', 'metric_unit': 'J/g-°C', 'comment': 'RT'}","[{'value': '12.8 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 0.40 %', '<= 0.40 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '21 %', '21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Iron, Fe', '<= 5.0 %', '<= 5.0 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Molybdenum, Mo', '9.0 %', '9.0 %', ''], ['Nickel, Ni', '62 %', '62 %', 'As Remainder'], ['Niobium, Nb (Columbium, Cb)', '3.7 %', '3.7 %', 'Includes Ta'], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Titanium, Ti', '<= 0.40 %', '<= 0.40 %', '']]"
Constantan Thermocouple Wire,"{'metric_value': '8.86', 'metric_unit': 'g/cc', 'comment': ''}",,,,,"{'metric_value': '0.393', 'metric_unit': 'J/g-°C@Temperature 20.0 °C', 'comment': ''}",,"[['Copper, Cu', '55 %', '55 %', ''], ['Nickel, Ni', '45 %', '45 %', ''], [''], [], ['Magnetic', 'None', ''], ['Temperature Coefficient of Resistance', '0.00001 ohms/ohm-°C', '0-100°C'], ['Thermal EMF vs. Copper', '-0.045', '']]"
Sandvik Sanicro 70 Billet,"{'metric_value': '8.40', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '214', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '241', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '552', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.460', 'metric_unit': 'J/g-°C@Temperature 20.0 °C', 'comment': ''}","[{'value': '14.0 µm/m-°C', 'start_temp': '30.0 °C', 'end_temp': '200 °C'}]","[['Carbon, C', '<= 0.040 %', '<= 0.040 %', ''], ['Chromium, Cr', '16.5 %', '16.5 %', ''], ['Iron, Fe', '>= 9.5 %', '>= 9.5 %', ''], ['Manganese, Mn', '0.80 %', '0.80 %', ''], ['Nickel, Ni', '72.5 %', '72.5 %', ''], ['Phosphorus, P', '<= 0.015 %', '<= 0.015 %', ''], ['Silicon, Si', '0.40 %', '0.40 %', ''], ['Sulfur, S', '<= 0.015 %', '<= 0.015 %', ''], ['Titanium, Ti', '0.30 %', '0.30 %', '']]"
"Haynes 625 alloy, 40% cold reduction, 1120°C anneal for 5 minutes","{'metric_value': '8.44', 'metric_unit': 'g/cc', 'comment': 'at RT'}","{'metric_value': '208', 'metric_unit': 'GPa', 'comment': 'RT'}","{'metric_value': '500', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '945', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.410', 'metric_unit': 'J/g-°C', 'comment': 'RT'}","[{'value': '12.8 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 0.40 %', '<= 0.40 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '21 %', '21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Iron, Fe', '<= 5.0 %', '<= 5.0 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Molybdenum, Mo', '9.0 %', '9.0 %', ''], ['Nickel, Ni', '62 %', '62 %', 'As Remainder'], ['Niobium, Nb (Columbium, Cb)', '3.7 %', '3.7 %', 'Includes Ta'], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Titanium, Ti', '<= 0.40 %', '<= 0.40 %', '']]"
Goodfellow Nickel 59/Aluminum 41 Alloy,,,,,,,,"[['Aluminum, Al', '41 %', '41 %', ''], ['Nickel, Ni', '59 %', '59 %', '']]"
"HP Alloys Alloy C-276, 20% Cold Worked","{'metric_value': '8.90', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '205', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '889', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '1021', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.427', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '11.7 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Carbon, C', '<= 0.010 %', '<= 0.010 %', ''], ['Chromium, Cr', '14.5 - 16.5 %', '14.5 - 16.5 %', ''], ['Cobalt, Co', '<= 2.5 %', '<= 2.5 %', ''], ['Iron, Fe', '4.0 - 7.0 %', '4.0 - 7.0 %', ''], ['Manganese, Mn', '<= 1.0 %', '<= 1.0 %', ''], ['Molybdenum, Mo', '15 - 17 %', '15 - 17 %', ''], ['Nickel, Ni', '57 %', '57 %', ''], ['Phosphorus, P', '<= 0.025 %', '<= 0.025 %', ''], ['Silicon, Si', '<= 0.080 %', '<= 0.080 %', ''], ['Sulfur, S', '<= 0.010 %', '<= 0.010 %', ''], ['Tungsten, W', '3.0 - 4.5 %', '3.0 - 4.5 %', ''], ['Vanadium, V', '<= 0.35 %', '<= 0.35 %', '']]"
Materion Beryllium Nickel M220C,"{'metric_value': '8.03', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '18', 'metric_unit': '0', 'comment': ''}","{'metric_value': '110', 'metric_unit': '0', 'comment': 'Solution Annealed & Aged'}","{'metric_value': '117', 'metric_unit': '0', 'comment': 'Solution Annealed & Aged'}",,,"[{'value': '14.0 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '200 °C'}]","[['Beryllium, Be', '1.8 - 2.3 %', '1.8 - 2.3 %', ''], ['Carbon, C', '0.30 - 0.50 %', '0.30 - 0.50 %', ''], ['Nickel, Ni', '97.5 %', '97.5 %', 'as balance']]"
Goodfellow Nickel/Iron/Silicon/Boron Alloy,"{'metric_value': '7.40', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '150', 'metric_unit': 'GPa', 'comment': ''}",,,,,,"[['Iron, Fe', '40 %', '40 %', ''], ['Molybdenum, Mo', '1.0 - 2.0 %', '1.0 - 2.0 %', ''], ['Nickel, Ni', '40 %', '40 %', ''], ['Silicon, Si', '19 %', '19 %', 'Si + B content = 19 wt%'], [''], [], ['Saturation magnetostriction (x10^-6)', '8', '']]"
Goodfellow Aluminum 50/Nickel 50 Alloy,,,,,,,,"[['Aluminum, Al', '50 %', '50 %', ''], ['Nickel, Ni', '50 %', '50 %', '']]"
California Fine Wire Nickel 211 (Nickel Manganese Alloy),"{'metric_value': '8.72', 'metric_unit': 'g/cc', 'comment': ''}",,,,,,,"[['Manganese, Mn', '4.75 %', '4.75 %', ''], ['Nickel, Ni', '93.7 %', '93.7 %', ''], [''], [], ['Magnetic', 'Strong', ''], ['Temperature Coefficient of Resistance', '0.0032 ohms/ohm-°C', '0-100°C']]"
"HP Alloys Alloy 718, 20% Cold Worked","{'metric_value': '8.20', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '200', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '965', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '1076', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.435', 'metric_unit': 'J/g-°C', 'comment': ''}","[{'value': '12.9 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '0.20 - 0.80 %', '0.20 - 0.80 %', ''], ['Boron, B', '<= 0.0060 %', '<= 0.0060 %', ''], ['Carbon, C', '<= 0.080 %', '<= 0.080 %', ''], ['Chromium, Cr', '17 - 21 %', '17 - 21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Copper, Cu', '<= 0.30 %', '<= 0.30 %', ''], ['Iron, Fe', '17 %', '17 %', ''], ['Manganese, Mn', '<= 0.35 %', '<= 0.35 %', ''], ['Molybdenum, Mo', '2.8 - 3.3 %', '2.8 - 3.3 %', ''], ['Nickel, Ni', '50 - 55 %', '50 - 55 %', ''], ['Niobium, Nb (Columbium, Cb)', '4.75 - 5.5 %', '4.75 - 5.5 %', ''], ['Phosphorus, P', '<= 0.015 %', '<= 0.015 %', ''], ['Silicon, Si', '<= 0.35 %', '<= 0.35 %', ''], ['Sulfur, S', '<= 0.015 %', '<= 0.015 %', ''], ['Titanium, Ti', '0.65 - 1.15 %', '0.65 - 1.15 %', '']]"
"Haynes 625 alloy, 0% cold reduction","{'metric_value': '8.44', 'metric_unit': 'g/cc', 'comment': 'at RT'}","{'metric_value': '208', 'metric_unit': 'GPa', 'comment': 'RT'}","{'metric_value': '480', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '915', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.410', 'metric_unit': 'J/g-°C', 'comment': 'RT'}","[{'value': '12.8 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 0.40 %', '<= 0.40 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '21 %', '21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Iron, Fe', '<= 5.0 %', '<= 5.0 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Molybdenum, Mo', '9.0 %', '9.0 %', ''], ['Nickel, Ni', '62 %', '62 %', 'As Remainder'], ['Niobium, Nb (Columbium, Cb)', '3.7 %', '3.7 %', 'Includes Ta'], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Titanium, Ti', '<= 0.40 %', '<= 0.40 %', '']]"
Sandvik Nikrothal 80/20 Cb Resistance Wire,"{'metric_value': '8.30', 'metric_unit': 'g/cc', 'comment': ''}",,"{'metric_value': '350', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '50.0', 'metric_unit': 'MPa', 'comment': 'deformation rate= 6.2x10-2/min'}",,"{'metric_value': '0.460', 'metric_unit': 'J/g-°C@Temperature 20.0 °C', 'comment': ''}","[{'value': '14.1 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '250 °C'}]","[['Carbon, C', '<= 0.30 %', '<= 0.30 %', ''], ['Chromium, Cr', '19 - 21 %', '19 - 21 %', ''], ['Iron, Fe', '>= 1.0 %', '>= 1.0 %', ''], ['Manganese, Mn', '<= 2.5 %', '<= 2.5 %', ''], ['Nickel, Ni', '>= 72.7 %', '>= 72.7 %', ''], ['Niobium, Nb (Columbium, Cb)', '1.0 %', '1.0 %', ''], ['Silicon, Si', '0.75 - 1.5 %', '0.75 - 1.5 %', '']]"
"Haynes 625 alloy, 50% cold reduction, 1010°C anneal for 5 minutes","{'metric_value': '8.44', 'metric_unit': 'g/cc', 'comment': 'at RT'}","{'metric_value': '208', 'metric_unit': 'GPa', 'comment': 'RT'}","{'metric_value': '560', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '975', 'metric_unit': 'MPa', 'comment': ''}",,"{'metric_value': '0.410', 'metric_unit': 'J/g-°C', 'comment': 'RT'}","[{'value': '12.8 µm/m-°C', 'start_temp': '25.0 °C', 'end_temp': '100 °C'}]","[['Aluminum, Al', '<= 0.40 %', '<= 0.40 %', ''], ['Carbon, C', '<= 0.10 %', '<= 0.10 %', ''], ['Chromium, Cr', '21 %', '21 %', ''], ['Cobalt, Co', '<= 1.0 %', '<= 1.0 %', ''], ['Iron, Fe', '<= 5.0 %', '<= 5.0 %', ''], ['Manganese, Mn', '<= 0.50 %', '<= 0.50 %', ''], ['Molybdenum, Mo', '9.0 %', '9.0 %', ''], ['Nickel, Ni', '62 %', '62 %', 'As Remainder'], ['Niobium, Nb (Columbium, Cb)', '3.7 %', '3.7 %', 'Includes Ta'], ['Silicon, Si', '<= 0.50 %', '<= 0.50 %', ''], ['Titanium, Ti', '<= 0.40 %', '<= 0.40 %', '']]"
Carlson C 800H Nickel-Iron-Chromium Alloy,"{'metric_value': '7.94', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '197', 'metric_unit': 'GPa', 'comment': ''}","{'metric_value': '93.1', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '378', 'metric_unit': 'MPa', 'comment': ''}",,,"[{'value': '18.4 µm/m-°C', 'start_temp': '21.1 °C', 'end_temp': '871 °C'}]","[['Aluminum, Al', '0.15 - 0.60 %', '0.15 - 0.60 %', ''], ['Carbon, C', '0.050 - 0.10 %', '0.050 - 0.10 %', ''], ['Chromium, Cr', '19 - 23 %', '19 - 23 %', ''], ['Copper, Cu', '<= 0.75 %', '<= 0.75 %', ''], ['Iron, Fe', '>= 39.5 %', '>= 39.5 %', ''], ['Manganese, Mn', '<= 1.5 %', '<= 1.5 %', ''], ['Nickel, Ni', '30 - 35 %', '30 - 35 %', ''], ['Silicon, Si', '<= 1.0 %', '<= 1.0 %', ''], ['Sulfur, S', '<= 0.015 %', '<= 0.015 %', ''], ['Titanium, Ti', '0.15 - 0.60 %', '0.15 - 0.60 %', '']]"
Datum Alloys Nickel 200/201 Strip and Tags,,,,,,,,"[['Carbon, C', '0.010 %', '0.010 %', ''], ['Copper, Cu', '0.0010 %', '0.0010 %', ''], ['Iron, Fe', '0.070 %', '0.070 %', ''], ['Magnesium, Mg', '0.020 %', '0.020 %', ''], ['Manganese, Mn', '0.25 %', '0.25 %', ''], ['Nickel, Ni', '99.5 %', '99.5 %', ''], ['Silicon, Si', '0.14 %', '0.14 %', ''], ['Sulfur, S', '0.0010 %', '0.0010 %', ''], ['Titanium, Ti', '0.0020 %', '0.0020 %', '']]"
Ametek High Purity Nickel Strip 899A Full Hard,"{'metric_value': '8.90', 'metric_unit': 'g/cc', 'comment': ''}",,"{'metric_value': '62', 'metric_unit': '1', 'comment': ''}","{'metric_value': '64', 'metric_unit': '8', 'comment': ''}",,,,"[['Carbon, C', '0.0050 - 0.020 %', '0.0050 - 0.020 %', ''], ['Copper, Cu', '<= 0.0010 %', '<= 0.0010 %', ''], ['Iron, Fe', '<= 0.0050 %', '<= 0.0050 %', ''], ['Manganese, Mn', '<= 0.0010 %', '<= 0.0010 %', ''], ['Nickel, Ni', '>= 99.97 %', '>= 99.97 %', ''], ['Silicon, Si', '<= 0.0010 %', '<= 0.0010 %', ''], ['Sulfur, S', '<= 0.0010 %', '<= 0.0010 %', '']]"
Goodfellow Nickel 81/Iron 19 Alloy,,,,,,,,"[['Iron, Fe', '19 %', '19 %', ''], ['Nickel, Ni', '81 %', '81 %', '']]"
IBC Advanced Alloys 6% BeNi Beryllium Nickel Master Alloy,"{'metric_value': '7.20', 'metric_unit': 'g/cc', 'comment': ''}",,,,,,,"[['Beryllium, Be', '5.5 - 6.5 %', '5.5 - 6.5 %', ''], ['Nickel, Ni', '93.5 - 94.5 %', '93.5 - 94.5 %', 'As Balance']]"
"ATI Allegheny Ludlum Alloy 825™ Corrosion Resistant Alloy, UNS N08825","{'metric_value': '8.13', 'metric_unit': 'g/cc', 'comment': 'Based on UNS number'}",,,,,,,"[['Chromium, Cr', '21 %', '21 %', ''], ['Copper, Cu', '3.0 %', '3.0 %', ''], ['Iron, Fe', '33 %', '33 %', 'as balance'], ['Molybdenum, Mo', '3.0 %', '3.0 %', ''], ['Nickel, Ni', '40 %', '40 %', '']]"
"Haynes 75 Nickel Alloy Sheet, Annealed at 1925°F (1050°C)","{'metric_value': '8.37', 'metric_unit': 'g/cc', 'comment': ''}","{'metric_value': '140', 'metric_unit': 'GPa', 'comment': 'Dynamic'}","{'metric_value': '31.0', 'metric_unit': 'MPa', 'comment': ''}","{'metric_value': '66.0', 'metric_unit': 'MPa', 'comment': ''}",,,"[{'value': '14.3 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '500 °C'}]","[['Carbon, C', '<= 0.15 %', '<= 0.15 %', ''], ['Chromium, Cr', '20 %', '20 %', ''], ['Iron, Fe', '5.0 %', '5.0 %', ''], ['Manganese, Mn', '<= 1.0 %', '<= 1.0 %', ''], ['Nickel, Ni', '76 %', '76 %', 'as balance'], ['Silicon, Si', '<= 1.0 %', '<= 1.0 %', ''], ['Titanium, Ti', '0.40 %', '0.40 %', '']]"
Goodfellow Nickel 60/Titanium 40 Alloy,,,,,,,,"[['Nickel, Ni', '60 %', '60 %', ''], ['Titanium, Ti', '40 %', '40 %', '']]"
"Nickel Iron Alloy 52 Sealing Wire, UNS N14052","{'metric_value': '8.30', 'metric_unit': 'g/cc', 'comment': ''}",,,,,,"[{'value': '10.3 µm/m-°C', 'start_temp': '20.0 °C', 'end_temp': '100 °C'}]","[['Iron, Fe', '48 %', '48 %', 'as balance'], ['Nickel, Ni', '52 %', '52 %', '']]"
